date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:23:39	142172/142172	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/future-trade.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/future-trade.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:41	205117/205117	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/p2p.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/p2p.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:41	119182/119182	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/battel.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/battel.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:42	103479/103479	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/convert-trade.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/convert-trade.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:42	163778/163778	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/margin-trade.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/margin-trade.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:43	102808/102808	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/cryptoloan.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/cryptoloan.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:44	99838/99838	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/cryptoonpay.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/cryptoonpay.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:50	93866/93866	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/calendar.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/calendar.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:50	79269/79269	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/chat.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/chat.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:55	104680/104680	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/form-bootstrap.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/form-bootstrap.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:58	103930/103930	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/form-custome.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/form-custome.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:23:59	110495/110495	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/form-wizard.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/form-wizard.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:01	93034/93034	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/form-inputmask.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/form-inputmask.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:02	1261978/1261978	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/icon-iconfont.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/icon-iconfont.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:03	582528/582528	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/icon-bootstrap.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/icon-bootstrap.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:03	166730/166730	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/icon-fontawesome.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/icon-fontawesome.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:03	155744/155744	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/widget-example.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/widget-example.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:04	102251/102251	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/apexchart.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/apexchart.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:04	102724/102724	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/priceplan.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/priceplan.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:04	132715/132715	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/profile.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/profile.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:05	113461/113461	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/table.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/table.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:05	91241/91241	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/todo-list.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/todo-list.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:06	103570/103570	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/support-ticket.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/support-ticket.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:06	127286/127286	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/wallet.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/wallet.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:06	22567/22567	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202024%2000:07:58%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar1.svg	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar1.svg	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:07	9348/9348	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202024%2000:08:00%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar3.svg	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar3.svg	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:07	9725/9725	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202024%2000:08:00%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar5.svg	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar5.svg	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:07	20569/20569	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202024%2000:08:00%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar6.svg	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar6.svg	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:08	9269/9269	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202024%2000:08:00%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar7.svg	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/xs/avatar7.svg	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:08	626/626	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:58%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/GB.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/GB.png	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:09	111/111	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:58%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/DE.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/DE.png	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:10	110/110	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:58%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/FR.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/FR.png	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:10	110/110	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:58%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/IT.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/IT.png	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:11	108/108	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:58%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/RU.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/flag/RU.png	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:11	9727/9727	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/profile_av.svg	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/profile_av.svg	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:12	106124/106124	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/security.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/security.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:12	95353/95353	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/identification.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/identification.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:12	93916/93916	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/referral.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/referral.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:13	96463/96463	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/coupons.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/coupons.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:18	21322/21322	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:08:02%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/ui-elements/auth-signin.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/ui-elements/auth-signin.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:19	3168/3168	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/qr-code.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/qr-code.png	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:21	92075/92075	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/help.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/help.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:24	92538/92538	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:08:02%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/ui-elements/ui-alerts.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/ui-elements/ui-alerts.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:24	119455/119455	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/invoices.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/invoices.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:25	98322/98322	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/salaryslip.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/salaryslip.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:30	108658/108658	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:07:54%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/expenses.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/expenses.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:31	71692/71692	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:08:02%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/ui-elements/stater-page.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/ui-elements/stater-page.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:37	83996/83996	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:08:02%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/ui-elements/documentation.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/ui-elements/documentation.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:39	77996/77996	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2000:33:10%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/ui-elements/changelog.html	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/ui-elements/changelog.html	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:43	9721/9721	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/ETH.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/ETH.png	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:45	10774/10774	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:58%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/SOL.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/SOL.png	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:24:46	182917/182917	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2018%20Jul%202024%2000:37:22%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/bundles/libscripts.bundle.js	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/bundles/libscripts.bundle.js	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:25:00	100985/100985	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2018%20Jul%202024%2000:37:26%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/bundles/dataTables.bundle.js	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/bundles/dataTables.bundle.js	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:25:08	522755/522755	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2018%20Jul%202024%2000:37:26%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/bundles/apexcharts.bundle.js	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/bundles/apexcharts.bundle.js	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:25:19	7070/7070	---M-Z	200	added ('OK')	text/javascript	etag:%221960baa-1b9e-61d7a5f660100-gzip%22	https://pixelwibes.com/template/cryptoon/html/js/template.js	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/js/template.js	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:25:23	10374/10374	---M-Z	200	added ('OK')	text/javascript	etag:%221960b73-2886-61d7a5f660100-gzip%22	https://pixelwibes.com/template/cryptoon/html/js/page/index.js	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/js/page/index.js	(from https://pixelwibes.com/template/cryptoon/html/dist/)
10:25:27	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/greg-trade/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://pixelwibes.com/template/cryptoon/html/dist/assets/css/cryptoon.style.min.css)
10:25:29	60859/60859	---M-Z	200	added ('OK')	text/css	etag:W/%22edbb-Du3MPQ7GnRobCfGvnAP4Uqb5QVI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/bootstrap-icons.css	C:/My%20Web%20Sites/greg-trade/cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/bootstrap-icons.css	(from https://pixelwibes.com/template/cryptoon/html/dist/assets/css/cryptoon.style.min.css)
10:25:34	1094407/1094407	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofont.eot	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofont.eot	(from https://pixelwibes.com/template/cryptoon/html/dist/assets/css/cryptoon.style.min.css)
10:25:36	1094407/1094407	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofont.eot?	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofontd41d.eot	(from https://pixelwibes.com/template/cryptoon/html/dist/assets/css/cryptoon.style.min.css)
10:25:38	645604/645604	---M--	200	added ('OK')	font/woff	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofont.woff	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofont.woff	(from https://pixelwibes.com/template/cryptoon/html/dist/assets/css/cryptoon.style.min.css)
10:25:39	1041096/1041096	---M--	200	added ('OK')	font/ttf	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofont.ttf	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofont.ttf	(from https://pixelwibes.com/template/cryptoon/html/dist/assets/css/cryptoon.style.min.css)
10:25:40	5000/5000	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/DGD.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/DGD.png	(from https://pixelwibes.com/template/cryptoon/html/dist/exchange.html)
10:25:40	7602/7602	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/ADA.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/ADA.png	(from https://pixelwibes.com/template/cryptoon/html/dist/exchange.html)
10:25:41	8257/8257	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/BNB.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/BNB.png	(from https://pixelwibes.com/template/cryptoon/html/dist/exchange.html)
10:25:41	2363343/2363343	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofont.svg	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/fonts/icofont/fonts/icofont.svg	(from https://pixelwibes.com/template/cryptoon/html/dist/assets/css/cryptoon.style.min.css)
10:25:43	8263/8263	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202024%2000:07:56%20GMT	https://pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/DOGE.png	C:/My%20Web%20Sites/greg-trade/pixelwibes.com/template/cryptoon/html/dist/assets/images/coin/DOGE.png	(from https://pixelwibes.com/template/cryptoon/html/dist/exchange.html)
